Kernel Name,Kernel Size,Section,Metric Name,Metric Unit,Value
sgemm_tall,3072.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,2609224992
sgemm_tall,4096.0,speed_of_light,SM Frequency,Mhz,406.68
sgemm_tall,4096.0,speed_of_light,Elapsed Cycles,cycle,193214659
sgemm_tall,4096.0,speed_of_light,Memory Throughput,%,98.80
sgemm_tall,4096.0,speed_of_light,Duration,s,0.4751
sgemm_tall,4096.0,speed_of_light,L1/TEX Cache Throughput,%,98.81
sgemm_tall,4096.0,speed_of_light,L2 Cache Throughput,%,43.12
sgemm_tall,4096.0,speed_of_light,SM Active Cycles,cycle,193102558.62
sgemm_tall,4096.0,speed_of_light,Compute (SM) Throughput,%,42.17
sgemm_tall,4096.0,launch_statistics,Block Size,,128
sgemm_tall,4096.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_tall,4096.0,launch_statistics,Grid Size,,4096
sgemm_tall,4096.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_tall,4096.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_tall,4096.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_tall,4096.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_tall,4096.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_tall,4096.0,launch_statistics,# SMs,SM,8
sgemm_tall,4096.0,launch_statistics,Threads,thread,524288
sgemm_tall,4096.0,launch_statistics,Uses Green Context,,0
sgemm_tall,4096.0,launch_statistics,Waves Per SM,,85.33
sgemm_tall,4096.0,occupancy,Block Limit SM,block,16
sgemm_tall,4096.0,occupancy,Block Limit Registers,block,6
sgemm_tall,4096.0,occupancy,Block Limit Shared Mem,block,9
sgemm_tall,4096.0,occupancy,Block Limit Warps,block,12
sgemm_tall,4096.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_tall,4096.0,occupancy,Theoretical Occupancy,%,50
sgemm_tall,4096.0,occupancy,Achieved Occupancy,%,49.86
sgemm_tall,4096.0,occupancy,Achieved Active Warps Per SM,warp,23.93
sgemm_tall,4096.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,193102558.62
sgemm_tall,4096.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,1544862760
sgemm_tall,4096.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,192990972.75
sgemm_tall,4096.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,772858628
sgemm_tall,4096.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,193102558.62
sgemm_tall,4096.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,1544862760
sgemm_tall,4096.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,193102289.72
sgemm_tall,4096.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,6179451040
sgemm_tall,5120.0,speed_of_light,SM Frequency,Mhz,408.00
sgemm_tall,5120.0,speed_of_light,Elapsed Cycles,cycle,376955371
sgemm_tall,5120.0,speed_of_light,Memory Throughput,%,98.82
sgemm_tall,5120.0,speed_of_light,Duration,s,0.92391
sgemm_tall,5120.0,speed_of_light,L1/TEX Cache Throughput,%,98.82
sgemm_tall,5120.0,speed_of_light,L2 Cache Throughput,%,43.02
sgemm_tall,5120.0,speed_of_light,SM Active Cycles,cycle,376948284.25
sgemm_tall,5120.0,speed_of_light,Compute (SM) Throughput,%,42.17
sgemm_tall,5120.0,launch_statistics,Block Size,,128
sgemm_tall,5120.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_tall,5120.0,launch_statistics,Grid Size,,6400
sgemm_tall,5120.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_tall,5120.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_tall,5120.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_tall,5120.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_tall,5120.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_tall,5120.0,launch_statistics,# SMs,SM,8
sgemm_tall,5120.0,launch_statistics,Threads,thread,819200
sgemm_tall,5120.0,launch_statistics,Uses Green Context,,0
sgemm_tall,5120.0,launch_statistics,Waves Per SM,,133.33
sgemm_tall,5120.0,occupancy,Block Limit SM,block,16
sgemm_tall,5120.0,occupancy,Block Limit Registers,block,6
sgemm_tall,5120.0,occupancy,Block Limit Shared Mem,block,9
sgemm_tall,5120.0,occupancy,Block Limit Warps,block,12
sgemm_tall,5120.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_tall,5120.0,occupancy,Theoretical Occupancy,%,50
sgemm_tall,5120.0,occupancy,Achieved Occupancy,%,49.91
sgemm_tall,5120.0,occupancy,Achieved Active Warps Per SM,warp,23.96
sgemm_tall,5120.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,376948284.25
sgemm_tall,5120.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,3015644136
sgemm_tall,5120.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,376861738.50
sgemm_tall,5120.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,1507821480
sgemm_tall,5120.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,376948284.25
sgemm_tall,5120.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,3015644136
sgemm_tall,5120.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,376949214.62
sgemm_tall,5120.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,12062576544
sgemm_tall,6144.0,speed_of_light,SM Frequency,Mhz,408.00
sgemm_tall,6144.0,speed_of_light,Elapsed Cycles,cycle,651181344
sgemm_tall,6144.0,speed_of_light,Memory Throughput,%,98.82
sgemm_tall,6144.0,speed_of_light,Duration,s,1.60
sgemm_tall,6144.0,speed_of_light,L1/TEX Cache Throughput,%,98.82
sgemm_tall,6144.0,speed_of_light,L2 Cache Throughput,%,42.92
sgemm_tall,6144.0,speed_of_light,SM Active Cycles,cycle,651174368.75
sgemm_tall,6144.0,speed_of_light,Compute (SM) Throughput,%,42.18
sgemm_tall,6144.0,launch_statistics,Block Size,,128
sgemm_tall,6144.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_tall,6144.0,launch_statistics,Grid Size,,9216
sgemm_tall,6144.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_tall,6144.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_tall,6144.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_tall,6144.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_tall,6144.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_tall,6144.0,launch_statistics,# SMs,SM,8
sgemm_tall,6144.0,launch_statistics,Threads,thread,1179648
sgemm_tall,6144.0,launch_statistics,Uses Green Context,,0
sgemm_tall,6144.0,launch_statistics,Waves Per SM,,192
sgemm_tall,6144.0,occupancy,Block Limit SM,block,16
sgemm_tall,6144.0,occupancy,Block Limit Registers,block,6
sgemm_tall,6144.0,occupancy,Block Limit Shared Mem,block,9
sgemm_tall,6144.0,occupancy,Block Limit Warps,block,12
sgemm_tall,6144.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_tall,6144.0,occupancy,Theoretical Occupancy,%,50
sgemm_tall,6144.0,occupancy,Achieved Occupancy,%,49.93
sgemm_tall,6144.0,occupancy,Achieved Active Warps Per SM,warp,23.97
sgemm_tall,6144.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,651174368.75
sgemm_tall,6144.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,5209432640
sgemm_tall,6144.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,650974272.50
sgemm_tall,6144.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,2604725384
sgemm_tall,6144.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,651174368.75
sgemm_tall,6144.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,5209432640
sgemm_tall,6144.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,651175228.28
sgemm_tall,6144.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,20837730560
sgemm_tall,7168.0,speed_of_light,SM Frequency,Mhz,408.00
sgemm_tall,7168.0,speed_of_light,Elapsed Cycles,cycle,1033837998
sgemm_tall,7168.0,speed_of_light,Memory Throughput,%,98.82
sgemm_tall,7168.0,speed_of_light,Duration,s,2.53
sgemm_tall,7168.0,speed_of_light,L1/TEX Cache Throughput,%,98.82
sgemm_tall,7168.0,speed_of_light,L2 Cache Throughput,%,42.85
sgemm_tall,7168.0,speed_of_light,SM Active Cycles,cycle,1033830716
sgemm_tall,7168.0,speed_of_light,Compute (SM) Throughput,%,42.18
sgemm_tall,7168.0,launch_statistics,Block Size,,128
sgemm_tall,7168.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_tall,7168.0,launch_statistics,Grid Size,,12544
sgemm_tall,7168.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_tall,7168.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_tall,7168.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_tall,7168.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_tall,7168.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_tall,7168.0,launch_statistics,# SMs,SM,8
sgemm_tall,7168.0,launch_statistics,Threads,thread,1605632
sgemm_tall,7168.0,launch_statistics,Uses Green Context,,0
sgemm_tall,7168.0,launch_statistics,Waves Per SM,,261.33
sgemm_tall,7168.0,occupancy,Block Limit SM,block,16
sgemm_tall,7168.0,occupancy,Block Limit Registers,block,6
sgemm_tall,7168.0,occupancy,Block Limit Shared Mem,block,9
sgemm_tall,7168.0,occupancy,Block Limit Warps,block,12
sgemm_tall,7168.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_tall,7168.0,occupancy,Theoretical Occupancy,%,50
sgemm_tall,7168.0,occupancy,Achieved Occupancy,%,49.95
sgemm_tall,7168.0,occupancy,Achieved Active Warps Per SM,warp,23.98
sgemm_tall,7168.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,1033830716
sgemm_tall,7168.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,8270681992
sgemm_tall,7168.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,1033330675.25
sgemm_tall,7168.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,4135351996
sgemm_tall,7168.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,1033830716
sgemm_tall,7168.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,8270681992
sgemm_tall,7168.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,1033832732.41
sgemm_tall,7168.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,33082727968
sgemm_tall,8192.0,speed_of_light,SM Frequency,Mhz,406.70
sgemm_tall,8192.0,speed_of_light,Elapsed Cycles,cycle,1543629879
sgemm_tall,8192.0,speed_of_light,Memory Throughput,%,98.82
sgemm_tall,8192.0,speed_of_light,Duration,s,3.80
sgemm_tall,8192.0,speed_of_light,L1/TEX Cache Throughput,%,98.82
sgemm_tall,8192.0,speed_of_light,L2 Cache Throughput,%,42.79
sgemm_tall,8192.0,speed_of_light,SM Active Cycles,cycle,1543019395.50
sgemm_tall,8192.0,speed_of_light,Compute (SM) Throughput,%,42.18
sgemm_tall,8192.0,launch_statistics,Block Size,,128
sgemm_tall,8192.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_tall,8192.0,launch_statistics,Grid Size,,16384
sgemm_tall,8192.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_tall,8192.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_tall,8192.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_tall,8192.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_tall,8192.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_tall,8192.0,launch_statistics,# SMs,SM,8
sgemm_tall,8192.0,launch_statistics,Threads,thread,2097152
sgemm_tall,8192.0,launch_statistics,Uses Green Context,,0
sgemm_tall,8192.0,launch_statistics,Waves Per SM,,341.33
sgemm_tall,8192.0,occupancy,Block Limit SM,block,16
sgemm_tall,8192.0,occupancy,Block Limit Registers,block,6
sgemm_tall,8192.0,occupancy,Block Limit Shared Mem,block,9
sgemm_tall,8192.0,occupancy,Block Limit Warps,block,12
sgemm_tall,8192.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_tall,8192.0,occupancy,Theoretical Occupancy,%,50
sgemm_tall,8192.0,occupancy,Achieved Occupancy,%,49.96
sgemm_tall,8192.0,occupancy,Achieved Active Warps Per SM,warp,23.98
sgemm_tall,8192.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,1543019395.50
sgemm_tall,8192.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,12344175576
sgemm_tall,8192.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,1542710439.75
sgemm_tall,8192.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,6174519336
sgemm_tall,8192.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,1543019395.50
sgemm_tall,8192.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,12344175576
sgemm_tall,8192.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,1543015236.97
sgemm_tall,8192.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,49376702304
sgemm_wide,1024.0,speed_of_light,SM Frequency,Mhz,305.99
sgemm_wide,1024.0,speed_of_light,Elapsed Cycles,cycle,1901510
sgemm_wide,1024.0,speed_of_light,Memory Throughput,%,90.51
sgemm_wide,1024.0,speed_of_light,Duration,s,0.00621
sgemm_wide,1024.0,speed_of_light,L1/TEX Cache Throughput,%,90.70
sgemm_wide,1024.0,speed_of_light,L2 Cache Throughput,%,37.72
sgemm_wide,1024.0,speed_of_light,SM Active Cycles,cycle,1894899.25
sgemm_wide,1024.0,speed_of_light,Compute (SM) Throughput,%,67.42
sgemm_wide,1024.0,launch_statistics,Block Size,,128
sgemm_wide,1024.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_wide,1024.0,launch_statistics,Grid Size,,256
sgemm_wide,1024.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_wide,1024.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_wide,1024.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_wide,1024.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_wide,1024.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_wide,1024.0,launch_statistics,# SMs,SM,8
sgemm_wide,1024.0,launch_statistics,Threads,thread,32768
sgemm_wide,1024.0,launch_statistics,Uses Green Context,,0
sgemm_wide,1024.0,launch_statistics,Waves Per SM,,5.33
sgemm_wide,1024.0,occupancy,Block Limit SM,block,16
sgemm_wide,1024.0,occupancy,Block Limit Registers,block,6
sgemm_wide,1024.0,occupancy,Block Limit Shared Mem,block,9
sgemm_wide,1024.0,occupancy,Block Limit Warps,block,12
sgemm_wide,1024.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_wide,1024.0,occupancy,Theoretical Occupancy,%,50
sgemm_wide,1024.0,occupancy,Achieved Occupancy,%,47.75
sgemm_wide,1024.0,occupancy,Achieved Active Warps Per SM,warp,22.92
sgemm_wide,1024.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,1894899.25
sgemm_wide,1024.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,15192080
sgemm_wide,1024.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,1893527.25
sgemm_wide,1024.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,7606032
sgemm_wide,1024.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,1894899.25
sgemm_wide,1024.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,15192080
sgemm_wide,1024.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,1894758.94
sgemm_wide,1024.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,60768320
sgemm_wide,2048.0,speed_of_light,SM Frequency,Mhz,306.00
sgemm_wide,2048.0,speed_of_light,Elapsed Cycles,cycle,14968712
sgemm_wide,2048.0,speed_of_light,Memory Throughput,%,91.26
sgemm_wide,2048.0,speed_of_light,Duration,s,0.048920000000000005
sgemm_wide,2048.0,speed_of_light,L1/TEX Cache Throughput,%,91.30
sgemm_wide,2048.0,speed_of_light,L2 Cache Throughput,%,38.67
sgemm_wide,2048.0,speed_of_light,SM Active Cycles,cycle,14956402.25
sgemm_wide,2048.0,speed_of_light,Compute (SM) Throughput,%,68.18
sgemm_wide,2048.0,launch_statistics,Block Size,,128
sgemm_wide,2048.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_wide,2048.0,launch_statistics,Grid Size,,1024
sgemm_wide,2048.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_wide,2048.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_wide,2048.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_wide,2048.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_wide,2048.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_wide,2048.0,launch_statistics,# SMs,SM,8
sgemm_wide,2048.0,launch_statistics,Threads,thread,131072
sgemm_wide,2048.0,launch_statistics,Uses Green Context,,0
sgemm_wide,2048.0,launch_statistics,Waves Per SM,,21.33
sgemm_wide,2048.0,occupancy,Block Limit SM,block,16
sgemm_wide,2048.0,occupancy,Block Limit Registers,block,6
sgemm_wide,2048.0,occupancy,Block Limit Shared Mem,block,9
sgemm_wide,2048.0,occupancy,Block Limit Warps,block,12
sgemm_wide,2048.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_wide,2048.0,occupancy,Theoretical Occupancy,%,50
sgemm_wide,2048.0,occupancy,Achieved Occupancy,%,49.42
sgemm_wide,2048.0,occupancy,Achieved Active Warps Per SM,warp,23.72
sgemm_wide,2048.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,14956402.25
sgemm_wide,2048.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,119692616
sgemm_wide,2048.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,14950229.25
sgemm_wide,2048.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,59874840
sgemm_wide,2048.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,14956402.25
sgemm_wide,2048.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,119692616
sgemm_wide,2048.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,14957462.84
sgemm_wide,2048.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,478770464
sgemm_wide,3072.0,speed_of_light,SM Frequency,Mhz,306.00
sgemm_wide,3072.0,speed_of_light,Elapsed Cycles,cycle,50306091
sgemm_wide,3072.0,speed_of_light,Memory Throughput,%,91.47
sgemm_wide,3072.0,speed_of_light,Duration,s,0.16440000000000002
sgemm_wide,3072.0,speed_of_light,L1/TEX Cache Throughput,%,91.45
sgemm_wide,3072.0,speed_of_light,L2 Cache Throughput,%,38.57
sgemm_wide,3072.0,speed_of_light,SM Active Cycles,cycle,50283331
sgemm_wide,3072.0,speed_of_light,Compute (SM) Throughput,%,68.39
sgemm_wide,3072.0,launch_statistics,Block Size,,128
sgemm_wide,3072.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_wide,3072.0,launch_statistics,Grid Size,,2304
sgemm_wide,3072.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_wide,3072.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_wide,3072.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_wide,3072.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_wide,3072.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_wide,3072.0,launch_statistics,# SMs,SM,8
sgemm_wide,3072.0,launch_statistics,Threads,thread,294912
sgemm_wide,3072.0,launch_statistics,Uses Green Context,,0
sgemm_wide,3072.0,launch_statistics,Waves Per SM,,48
sgemm_wide,3072.0,occupancy,Block Limit SM,block,16
sgemm_wide,3072.0,occupancy,Block Limit Registers,block,6
sgemm_wide,3072.0,occupancy,Block Limit Shared Mem,block,9
sgemm_wide,3072.0,occupancy,Block Limit Warps,block,12
sgemm_wide,3072.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_wide,3072.0,occupancy,Theoretical Occupancy,%,50
sgemm_wide,3072.0,occupancy,Achieved Occupancy,%,49.74
sgemm_wide,3072.0,occupancy,Achieved Active Warps Per SM,warp,23.87
sgemm_wide,3072.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,50283331
sgemm_wide,3072.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,402171864
sgemm_wide,3072.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,50420804.25
sgemm_wide,3072.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,201224376
sgemm_wide,3072.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,50283331
sgemm_wide,3072.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,402171864
sgemm_wide,3072.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,50258744.81
sgemm_wide,3072.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,1608687456
sgemm_wide,4096.0,speed_of_light,SM Frequency,Mhz,408.00
sgemm_wide,4096.0,speed_of_light,Elapsed Cycles,cycle,119054913
sgemm_wide,4096.0,speed_of_light,Memory Throughput,%,91.44
sgemm_wide,4096.0,speed_of_light,Duration,s,0.2918
sgemm_wide,4096.0,speed_of_light,L1/TEX Cache Throughput,%,91.46
sgemm_wide,4096.0,speed_of_light,L2 Cache Throughput,%,38.68
sgemm_wide,4096.0,speed_of_light,SM Active Cycles,cycle,119007636.25
sgemm_wide,4096.0,speed_of_light,Compute (SM) Throughput,%,68.41
sgemm_wide,4096.0,launch_statistics,Block Size,,128
sgemm_wide,4096.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_wide,4096.0,launch_statistics,Grid Size,,4096
sgemm_wide,4096.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_wide,4096.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_wide,4096.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_wide,4096.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_wide,4096.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_wide,4096.0,launch_statistics,# SMs,SM,8
sgemm_wide,4096.0,launch_statistics,Threads,thread,524288
sgemm_wide,4096.0,launch_statistics,Uses Green Context,,0
sgemm_wide,4096.0,launch_statistics,Waves Per SM,,85.33
sgemm_wide,4096.0,occupancy,Block Limit SM,block,16
sgemm_wide,4096.0,occupancy,Block Limit Registers,block,6
sgemm_wide,4096.0,occupancy,Block Limit Shared Mem,block,9
sgemm_wide,4096.0,occupancy,Block Limit Warps,block,12
sgemm_wide,4096.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_wide,4096.0,occupancy,Theoretical Occupancy,%,50
sgemm_wide,4096.0,occupancy,Achieved Occupancy,%,49.85
sgemm_wide,4096.0,occupancy,Achieved Active Warps Per SM,warp,23.93
sgemm_wide,4096.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,119007636.25
sgemm_wide,4096.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,952282512
sgemm_wide,4096.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,119016247.25
sgemm_wide,4096.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,476219628
sgemm_wide,4096.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,119007636.25
sgemm_wide,4096.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,952282512
sgemm_wide,4096.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,118996330.81
sgemm_wide,4096.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,3809130048
sgemm_wide,5120.0,speed_of_light,SM Frequency,Mhz,408.00
sgemm_wide,5120.0,speed_of_light,Elapsed Cycles,cycle,232175223
sgemm_wide,5120.0,speed_of_light,Memory Throughput,%,91.51
sgemm_wide,5120.0,speed_of_light,Duration,s,0.5690599999999999
sgemm_wide,5120.0,speed_of_light,L1/TEX Cache Throughput,%,91.51
sgemm_wide,5120.0,speed_of_light,L2 Cache Throughput,%,38.76
sgemm_wide,5120.0,speed_of_light,SM Active Cycles,cycle,232150480.62
sgemm_wide,5120.0,speed_of_light,Compute (SM) Throughput,%,68.48
sgemm_wide,5120.0,launch_statistics,Block Size,,128
sgemm_wide,5120.0,launch_statistics,Function Cache Configuration,,CachePreferNone
sgemm_wide,5120.0,launch_statistics,Grid Size,,6400
sgemm_wide,5120.0,launch_statistics,Registers Per Thread,register/thread,77
sgemm_wide,5120.0,launch_statistics,Shared Memory Configuration Size,Kbyte,102.40
sgemm_wide,5120.0,launch_statistics,Driver Shared Memory Per Block,Kbyte/block,1.02
sgemm_wide,5120.0,launch_statistics,Dynamic Shared Memory Per Block,byte/block,0
sgemm_wide,5120.0,launch_statistics,Static Shared Memory Per Block,Kbyte/block,10.24
sgemm_wide,5120.0,launch_statistics,# SMs,SM,8
sgemm_wide,5120.0,launch_statistics,Threads,thread,819200
sgemm_wide,5120.0,launch_statistics,Uses Green Context,,0
sgemm_wide,5120.0,launch_statistics,Waves Per SM,,133.33
sgemm_wide,5120.0,occupancy,Block Limit SM,block,16
sgemm_wide,5120.0,occupancy,Block Limit Registers,block,6
sgemm_wide,5120.0,occupancy,Block Limit Shared Mem,block,9
sgemm_wide,5120.0,occupancy,Block Limit Warps,block,12
sgemm_wide,5120.0,occupancy,Theoretical Active Warps per SM,warp,24
sgemm_wide,5120.0,occupancy,Theoretical Occupancy,%,50
sgemm_wide,5120.0,occupancy,Achieved Occupancy,%,49.90
sgemm_wide,5120.0,occupancy,Achieved Active Warps Per SM,warp,23.95
sgemm_wide,5120.0,gpu_and_memory_workload,Average L1 Active Cycles,cycle,232150480.62
sgemm_wide,5120.0,gpu_and_memory_workload,Total L1 Elapsed Cycles,cycle,1857338904
sgemm_wide,5120.0,gpu_and_memory_workload,Average L2 Active Cycles,cycle,232124741.25
sgemm_wide,5120.0,gpu_and_memory_workload,Total L2 Elapsed Cycles,cycle,928700872
sgemm_wide,5120.0,gpu_and_memory_workload,Average SM Active Cycles,cycle,232150480.62
sgemm_wide,5120.0,gpu_and_memory_workload,Total SM Elapsed Cycles,cycle,1857338904
sgemm_wide,5120.0,gpu_and_memory_workload,Average SMSP Active Cycles,cycle,232141248.19
sgemm_wide,5120.0,gpu_and_memory_workload,Total SMSP Elapsed Cycles,cycle,7429355616
sgemm_wide,6144.0,speed_of_light,SM Frequency,Mhz,408.00
sgemm_wide,6144.0,speed_of_light,Elapsed Cycles,cycle,406965730
sgemm_wide,6144.0,speed_of_light,Memory Throughput,%,90.13
